Id,Label,initial_assets,initial_reserves,initial_customer_loans,initial_interbank_assets,initial_deposits,initial_interbank_liabilities,initial_equity,initial_equity_ratio,initial_reserve_ratio,interbank_assets,interbank_liabilities,total_assets,reserves,customer_loans,deposits,equity,equity_ratio,reserve_ratio,interbank_asset_ratio,interbank_liability_ratio,out_degree,in_degree,degree,weighted_out_degree,weighted_in_degree
B162,Bank 162,521.4203455456,19.6124456738,206.9775881107,294.8303117612,123.1381945191,382.2152799377,16.0668710889,0.0308136635,0.0376135029,5.6391733853,4.4751189229,232.2292071698,19.6124456738,206.9775881107,201.4670019268,26.2870863201,0.1131945746,0.0844529674,0.0242827914,0.0192702674,5,3,8,5.6391733853,4.4751189229
B163,Bank 163,119.0565584542,1.4100469455,14.2762300183,103.3702814904,97.4057401258,18.0602168328,3.5906014956,0.0301587879,0.0118435050,0.0000000000,0.1716390508,101.1679806722,9.0940382130,92.0739424592,97.4057401258,3.5906014956,0.0354914813,0.0898904787,0.0000000000,0.0016965748,0,2,2,0.0000000000,0.1716390508
B164,Bank 164,102.5746093754,3.5440905023,9.3458301182,89.6846887548,63.9066963109,36.3251557639,2.3427573006,0.0228395440,0.0345513429,4.1520365590,0.0000000000,66.2494536115,17.0737177112,45.0236993413,63.9066963109,2.3427573006,0.0353626660,0.2577186193,0.0626727668,0.0000000000,2,0,2,4.1520365590,0.0000000000
B165,Bank 165,171.5262874049,39.4005827920,123.9352756494,8.1904289635,92.9953987981,50.2619914405,28.2688971663,0.1648079580,0.2297057984,0.4386063217,5.4304619639,163.7744647631,39.4005827920,123.9352756494,121.4311563886,36.9128464106,0.2253882891,0.2405783029,0.0026781118,0.0331581726,5,5,10,0.4386063217,5.4304619639
B166,Bank 166,136.2062801683,0.3153101093,65.3403065807,70.5506634784,81.6795614354,40.1932596576,14.3334590752,0.1052334669,0.0023149455,3.9713169802,3.4931040218,99.5061245325,0.4588044729,95.0760030794,81.6795614354,14.3334590752,0.1440459986,0.0046108164,0.0399102769,0.0351044123,3,5,8,3.9713169802,3.4931040218
B167,Bank 167,325.5938416222,15.3291188102,295.0287298992,15.2359929128,200.2557797752,62.2360111569,63.1020506901,0.1938060326,0.0470804937,0.3357275179,6.2801690882,310.6935762273,15.3291188102,295.0287298992,231.4742041767,72.9392029623,0.2347625073,0.0493383835,0.0010805744,0.0202133857,3,5,8,0.3357275179,6.2801690882
B168,Bank 168,300.7313064537,2.3519829263,46.8407052130,251.5386183144,14.5368454939,235.6305149890,50.5639459709,0.1681366219,0.0078208782,3.4476215189,22.3114176574,87.4122091222,4.0144843457,79.9501032576,14.5368454939,50.5639459709,0.5784540452,0.0459258997,0.0394409609,0.2552437226,3,7,10,3.4476215189,22.3114176574
B169,Bank 169,128.9570475310,3.5666123767,67.9293092767,57.4611258776,43.3019055249,74.8129748341,10.8421671720,0.0840758018,0.0276573669,1.2831345688,0.2843684082,72.7790562222,3.5666123767,67.9293092767,57.9778721182,14.5168156958,0.1994641927,0.0490060268,0.0176305470,0.0039072835,2,1,3,1.2831345688,0.2843684082
B170,Bank 170,766.7415703880,118.8735594761,40.3918935553,607.4761173566,320.7274249259,273.7324745421,172.2816709201,0.2246932703,0.1550373217,48.5490467643,26.6574435582,519.6665394041,351.6356637023,119.4818289376,320.7274249259,172.2816709201,0.3315235018,0.6766563499,0.0934234612,0.0512972099,6,4,10,48.5490467643,26.6574435582
B171,Bank 171,125.7580013523,7.5970065530,24.2429834867,93.9180113126,34.4394729963,67.3150351778,24.0034931782,0.1908705046,0.0604097272,0.0076820515,3.7779573109,62.2209234853,14.8440499594,47.3691914744,34.4394729963,24.0034931782,0.3857784783,0.2385700682,0.0001234641,0.0607184384,1,3,4,0.0076820515,3.7779573109
B172,Bank 172,162.0091763012,23.0543938577,0.0000000000,138.9547824435,127.4603298123,23.4733807211,11.0754657678,0.0683632003,0.1423030126,1.3208744008,0.0000000000,138.5357955801,137.2149211793,0.0000000000,127.4603298123,11.0754657678,0.0799465995,0.9904654649,0.0095345351,0.0000000000,1,0,1,1.3208744008,0.0000000000
B173,Bank 173,121.7879886794,17.9696771487,0.0000000000,103.8183115306,53.3831368024,57.2388647672,11.1659871097,0.0916838124,0.1475488457,0.7027020465,0.0000000000,64.5491239121,63.8464218656,0.0000000000,53.3831368024,11.1659871097,0.1729843324,0.9891136858,0.0108863142,0.0000000000,1,0,1,0.7027020465,0.0000000000
B174,Bank 174,625.2838201893,132.7845425195,440.5059323373,51.9933453324,442.5001273608,133.2014652298,49.5822275987,0.0792955551,0.2123588333,0.4505589919,2.9213320818,573.7410338488,132.7845425195,440.5059323373,513.3038975818,57.5158041852,0.1002469769,0.2314363706,0.0007853003,0.0050917259,2,1,3,0.4505589919,2.9213320818
B175,Bank 175,112.7387102509,0.1336346304,36.1155801324,76.4894954881,92.1893628952,16.0121440828,4.5372032729,0.0402453005,0.0011853482,3.2430190860,1.2545218666,97.9810880347,0.3492568574,94.3888120913,92.1893628952,4.5372032729,0.0463069289,0.0035645334,0.0330984188,0.0128037144,5,3,8,3.2430190860,1.2545218666
B176,Bank 176,103.1107602884,21.9978934399,40.7067719542,40.4060948943,50.0820659879,49.1313076210,3.8973866796,0.0377980598,0.2133423648,1.0253124372,1.6721042343,63.7299778313,21.9978934399,40.7067719542,57.5772144208,4.4806591762,0.0703069313,0.3451734049,0.0160883853,0.0262373265,3,3,6,1.0253124372,1.6721042343
B177,Bank 177,146.3358641980,22.6498316384,45.3984132305,78.2876193291,101.9419442590,10.1373177580,34.2566021810,0.2340957384,0.1547797716,1.4966727282,0.3762334473,136.5747798873,44.9606950346,90.1174121245,101.9419442590,34.2566021810,0.2508267061,0.3292020318,0.0109586318,0.0027547798,1,1,2,1.4966727282,0.3762334473
B178,Bank 178,2581.4369366758,105.0280115587,928.7116242553,1547.6973008618,1348.8470963643,948.5334109450,284.0564293664,0.1100381053,0.0406858715,64.1906562135,108.1397051920,1741.0432309227,170.3683263147,1506.4842483946,1348.8470963643,284.0564293664,0.1631530018,0.0978541620,0.0368690766,0.0621120161,8,9,17,64.1906562135,108.1397051920
B179,Bank 179,440.0684755071,85.0363445148,149.0299568473,206.0021741450,338.0906169378,59.5347345535,42.4431240158,0.0964466359,0.1932343470,3.3354394289,0.3529092825,380.8866502360,137.1644471987,240.3867636084,338.0906169378,42.4431240158,0.1114324274,0.3601188099,0.0087570395,0.0009265467,3,2,5,3.3354394289,0.3529092825
B180,Bank 180,251.0531762687,53.6934672094,0.0000000000,197.3597090593,69.8850877289,135.3027465681,45.8653419718,0.1826917415,0.2138728854,1.3358440280,5.0215865758,120.7720162764,119.4361722485,0.0000000000,69.8850877289,45.8653419718,0.3797679577,0.9889391262,0.0110608738,0.0415790572,1,1,2,1.3358440280,5.0215865758
B181,Bank 181,437.6883619643,27.8220419279,404.8783790466,4.9879409897,188.0455409151,188.9375140891,60.7053069601,0.1386952732,0.0635658709,0.3020425492,14.6261470548,433.0024635238,27.8220419279,404.8783790466,316.2755078364,102.1008086325,0.2357972927,0.0642537728,0.0006975539,0.0337784384,4,1,5,0.3020425492,14.6261470548
B182,Bank 182,444.9268003565,102.1989831579,261.8881185710,80.8396986275,181.0889112515,159.6810338162,104.1568552888,0.2340988567,0.2296984202,3.1146191511,1.1201701453,367.2017208800,102.1989831579,261.8881185710,232.4076891864,133.6738615484,0.3640338646,0.2783183666,0.0084820385,0.0030505580,7,2,9,3.1146191511,1.1201701453
B183,Bank 183,162.8613526226,18.5033879520,102.2769742594,42.0809904112,13.7581516291,117.2971814097,31.8060195837,0.1952950720,0.1136143576,2.2042028519,5.9188700423,122.9845650633,18.5033879520,102.2769742594,35.3481154115,81.7175796094,0.6644539465,0.1504529283,0.0179225974,0.0481269340,6,4,10,2.2042028519,5.9188700423
B184,Bank 184,128.8049545866,19.4310148592,40.9475051047,68.4264346227,45.1566371208,68.1449639519,15.5033535140,0.1203630215,0.1508561136,3.1048084426,3.9688544409,64.6288450757,19.7996650254,41.7243716077,45.1566371208,15.5033535140,0.2398828804,0.3063595675,0.0480405992,0.0614099546,5,2,7,3.1048084426,3.9688544409
B185,Bank 185,267.9533696504,65.9600401144,0.0000000000,201.9933295360,222.5227876021,20.0517781880,25.3788038603,0.0947135089,0.2461623834,4.5204506271,0.7487409301,248.6503323925,244.1298817654,0.0000000000,222.5227876021,25.3788038603,0.1020662374,0.9818200499,0.0181799501,0.0030112203,4,3,7,4.5204506271,0.7487409301
B186,Bank 186,205.9517647281,18.6147483522,170.9980098842,16.3390064917,97.8732338266,57.2761506912,50.8023802103,0.2466712547,0.0903840197,0.7131713209,5.4803620328,190.3259295572,18.6147483522,170.9980098842,121.6839329659,63.1616345586,0.3318603761,0.0978045839,0.0037471054,0.0287946159,1,3,4,0.7131713209,5.4803620328
B187,Bank 187,136.6025641508,27.7699129255,18.8644358467,89.9682153785,19.8899741970,92.1620631074,24.5505268464,0.1797222988,0.2032898365,1.0714266107,15.0418162022,59.4823172456,34.7826310336,23.6282596014,19.8899741970,24.5505268464,0.4127365574,0.5847558173,0.0180125231,0.2528787865,2,4,6,1.0714266107,15.0418162022
B188,Bank 188,106.8391373361,8.5043717693,0.0000000000,98.3347655668,27.5922414059,53.8354773814,25.4114185488,0.2378474703,0.0795997795,3.4413131701,4.2744315752,57.2780915300,53.8367783599,0.0000000000,27.5922414059,25.4114185488,0.4436498820,0.9399192068,0.0600807932,0.0746259427,4,4,8,3.4413131701,4.2744315752
B189,Bank 189,249.8497888636,49.9208324472,35.6286539100,164.3003025063,46.4118205732,195.8172584734,7.6207098170,0.0305011657,0.1998033806,0.0000000000,10.5216205161,85.5494863573,49.9208324472,35.6286539100,64.4459887823,10.5818770588,0.1236930519,0.5835316443,0.0000000000,0.1229887047,0,2,2,0.0000000000,10.5216205161
B190,Bank 190,122.5019917416,18.3977753918,78.9247931970,25.1794231527,2.3938352071,94.0418291765,26.0663273580,0.2127828861,0.1501834797,0.1922163557,11.1756756971,97.5147849445,18.3977753918,78.9247931970,7.2621369956,79.0769722519,0.8109229005,0.1886665227,0.0019711509,0.1146049361,2,6,8,0.1922163557,11.1756756971
B191,Bank 191,630.3506410655,34.0949877959,358.4298688045,237.8257844651,491.3007420189,38.4261455417,100.6237535049,0.1596313971,0.0540889238,2.0312487631,0.0000000000,591.9244955237,51.2385463264,538.6547004343,491.3007420189,100.6237535049,0.1699942379,0.0865626388,0.0034316011,0.0000000000,1,0,1,2.0312487631,0.0000000000
B192,Bank 192,120.1787248852,12.4392820052,77.7955417040,29.9439011759,52.1758601687,64.2342404239,3.7686242926,0.0313584979,0.1035065234,0.3389398005,3.3891750215,90.5737635097,12.4392820052,77.7955417040,81.3115169731,5.8730715151,0.0648429665,0.1373386897,0.0037421411,0.0374189488,2,3,5,0.3389398005,3.3891750215
B193,Bank 193,109.1240225836,8.6654195344,77.9392660174,22.5193370319,28.6102405264,64.4205812955,16.0932007617,0.1474762420,0.0794089086,0.0000000000,0.0240777443,86.6046855518,8.6654195344,77.9392660174,55.4116627918,31.1689450156,0.3598990611,0.1000571676,0.0000000000,0.0002780190,0,1,1,0.0000000000,0.0240777443
B194,Bank 194,327.2919249719,6.3910615819,62.9799710853,257.9208923047,162.2176837501,108.8330530840,56.2411881378,0.1718379949,0.0195270983,17.0831687587,12.9011244427,231.3599963307,19.7410410072,194.5357865648,162.2176837501,56.2411881378,0.2430895100,0.0853260776,0.0738380404,0.0557621224,4,3,7,17.0831687587,12.9011244427
B195,Bank 195,111.7313202621,0.8333695632,102.3821599799,8.5157907189,0.8139330548,110.4633816481,0.4540055592,0.0040633688,0.0074586925,0.4040204298,0.0000000000,103.6195499730,0.8333695632,102.3821599799,66.5169243330,37.1026256399,0.3580658828,0.0080425901,0.0038990753,0.0000000000,1,0,1,0.4040204298,0.0000000000
B196,Bank 196,114.0772905144,9.8813365575,40.0833306172,64.1126233398,28.0964136689,72.9617863873,13.0190904581,0.1141251725,0.0866196639,0.6421117637,11.2792419490,52.3947460760,10.2349365320,41.5176977803,28.0964136689,13.0190904581,0.2484808389,0.1953428024,0.0122552701,0.2152742936,1,5,6,0.6421117637,11.2792419490
B197,Bank 197,184.0123336239,0.8756294896,116.7107633290,66.4259408053,102.6494118465,43.3598705772,38.0030512002,0.2065244783,0.0047585370,1.3027442847,3.9417494164,144.5942124632,1.0670472334,142.2244209450,102.6494118465,38.0030512002,0.2628255347,0.0073795985,0.0090096572,0.0272607689,2,3,5,1.3027442847,3.9417494164
B198,Bank 198,399.0684065887,16.5102339320,0.0000000000,382.5581726567,234.0639113618,135.2561813720,29.7483138549,0.0745443973,0.0413719394,6.3173977648,5.0198583687,268.8320835854,262.5146858206,0.0000000000,234.0639113618,29.7483138549,0.1106576025,0.9765005810,0.0234994190,0.0186728396,2,1,3,6.3173977648,5.0198583687
B199,Bank 199,115.6962292192,20.9752439288,93.9537455626,0.7672397279,100.5079797721,1.8625345069,13.3257149402,0.1151784724,0.1812958302,0.0014528252,0.2365762153,114.9304423166,20.9752439288,93.9537455626,101.2674569092,13.4264091921,0.1168220440,0.1825038128,0.0000126409,0.0020584295,1,7,8,0.0014528252,0.2365762153
B200,Bank 200,128.1060932842,22.6777004731,13.3068381505,92.1215546607,70.6394292977,43.2294373223,14.2372266642,0.1111362176,0.1770228089,2.9604597361,3.9313330264,88.8079889884,54.1016955950,31.7458336573,70.6394292977,14.2372266642,0.1603147062,0.6091985216,0.0333355115,0.0442677857,5,4,9,2.9604597361,3.9313330264
